@relation Airport-weka.filters.unsupervised.attribute.Remove-R4

@attribute Numerical_1 numeric
@attribute Numerical_2 numeric
@attribute Country{EU,AL,AT,AX,BA,BE,BG,BY,CH,CZ,DE,DK,EE,ES,FI,FO,FR,GB,GG,GI,GR,HR,HU,IE,IM,IS,IT,JE,LI,LT,LU,LV,MC,MD,ME,MK,MT,NL,NO,PL,PT,RO,RS,RU,SE,SI,SJ,SK,TR,UA,XK,AS,AE,AF,AM,AZ,BD,BH,BN,BT,CC,CN,CX,CY,GE,HK,ID,IL,IN,IO,IQ,IR,JO,JP,KG,KH,KP,KR,KW,KZ,LA,LB,LK,MM,MN,MO,MY,NP,OM,PH,PK,PS,QA,SA,SG,SY,TH,TJ,TL,TM,TW,UZ,VN,YE,NAC,AG,AI,AW,BB,BL,BS,BQ,BZ,CA,CR,CU,DM,DO,GD,GL,GP,GT,HN,HT,JM,KN,KY,LC,MF,MQ,MS,MX,NI,PA,PR,SV,TC,TT,US,VC,VG,VI,AO,BF,BI,BJ,BW,CD,CF,CG,CI,CM,CV,DJ,DZ,EG,EH,ER,ET,GA,GH,GM,GN,GQ,GW,KE,KM,LR,LS,LY,MA,MG,ML,MR,MU,MW,MZ,NA,NE,NG,RE,RW,SC,SD,SH,SL,SN,SO,SS,ST,SZ,TD,TG,TN,TZ,UG,ZA,ZM,ZW,AN,AQ,GS,SAC,AR,BO,BR,CL,CO,EC,FK,GF,GY,PE,PY,SR,UY,VE,OC,AU,CK,FJ,FM,GU,KI,MH,MP,NC,NF,NR,NU,NZ,PF,PG,PW,SB,TO,TV,UM,VU,WF,WS,UKNC,UKN}
@attribute Altitude numeric
@attribute Timezone numeric
@attribute DST {U,E,N,A,S,O,Z}

@data
63.732757,-148.91129,US,1720,-9,A
61.1866382,-149.9653918,US,71,-9,A
66.814167,-150.643611,US,1095,-9,A
-19.149166,23.7875,BW,3000,2,N
51.5756,14.1369,DE,374,1,E
24.1863,120.654,TW,369,8,N
42.2913,-73.7103,US,198,-5,A
54.3539,41.9739,RU,365,4,N
22.289372,114.152153,UKN,0,8,N
22.289372,114.152153,UKN,0,8,N
22.1633,113.57404,UKN,0,8,N
22.1633,113.57404,UKN,0,8,N
40.175,-80.6463,US,1195,-5,A
31.6839046,-83.2709036,US,365,-5,A
30.0692778,-83.5805833,US,44,-5,A
30.8879767,-84.1547353,US,265,-5,A
49.2739,-123.0986,CA,0,-8,A
43.06848,42.75424,GE,100,4,N
41.1641,36.1814,TR,521,2,U
15.25,97.85,MM,25,6.5,U
-26.293864,-80.096214,UKN,165,-4,U
44.256944,-76.536943,CA,282,-5,A
45.448611,-73.74111,CA,0,-5,A
44.6003,-75.7039,CA,0,-5,A
44.5919,-75.693343,CA,0,-5,A
22.5147,53.9597,SA,262,3,N
24.55056,55.103174,AE,170,4,U
28.0862222,-97.0436944,US,24,-6,A
-4.53333,129.9,UKN,37,9,N
45.8208,6.65222,FR,4823,1,U
45.4069,6.58056,FR,5636,1,U
52.55,-2.0166,GB,499,0,E
23.72,106.96,CN,485,8,N
-19.1492,15.9119,NA,3911,1,S
-18.8128,17.0594,NA,3665,1,S
53.1283,9.34861,DE,98,1,E
51.1242,7.37361,DE,863,1,E
52.2864,7.96972,DE,285,1,E
51.7458,11.2297,DE,535,1,E
53.915,10.0356,DE,108,1,E
53.0361,8.50556,DE,95,1,E
52.7097,9.1625,DE,82,1,E
52.4875,8.18556,DE,151,1,E
51.78,7.288,DE,157,1,E
51.2678,10.6347,DE,909,1,E
52.7611,9.60556,DE,79,1,E
54.2444,11.0247,DE,7,1,E
54.9297,8.84057,DK,0,1,E
52.6872,10.1114,DE,207,1,E
52.9839,10.465,DE,246,1,E
51.6897,7.81611,DE,190,1,E
52.1411,12.6647,DE,217,1,E
52.2208,8.85917,DE,148,1,E
51.4025,8.64167,DE,1509,1,E
51.9667,9.29167,DE,1178,1,E
53.7672,8.64361,DE,72,1,E
51.7211,11.9528,DE,305,1,E
53.9781,9.14472,DE,125,1,E
52.1544,10.4267,DE,328,1,E
53.3328,9.02833,DE,20,1,E
53.0689,8.31361,DE,26,1,E
52.1753,9.05333,DE,180,1,E
51.9444,7.77389,DE,177,1,E
54.3089,8.68694,DE,7,1,E
53.0161,11.1444,DE,49,1,E
52.7094,12.0733,DE,95,1,E
52.2417,11.8561,DE,174,1,E
31.9888333,-83.7739167,US,310,-5,A
29.1804,-81.06497,US,28,-5,A
50.5578,7.13639,DE,673,1,E
49.4731,8.19639,DE,351,1,E
45.54937,-122.401253,US,39,-8,A
45.540394,-122.949825,US,204,-8,A
40.7126,-73.9996,US,244,-5,A
51.0153,7.00556,DE,157,1,E
30.300125,-83.0246944,US,104,-5,A
50.451667,6.784444,DE,1560,1,E
33.3334,69.952,AF,3756,4.5,N
46.303056,53.4275,KZ,0,5,U
46.303056,53.4275,KZ,0,5,U
19.374,96.121,MM,294,6.5,N
-17.8846,25.8468,ZM,0,2,U
44.0945556,-121.2002222,US,3460,-8,A
43.2365314,-120.6660967,US,4317,-8,A
43.5919167,-118.95554444,US,4159,-8,A
44.2869939,-120.9038328,US,3250,-8,A
40.1506944,-122.2523056,US,352,-8,A
38.1436111,-122.5561,US,2,-8,A
42.1611111,-120.3990833,US,4733,-8,A
45.4182419,-123.8143839,US,36,-8,A
44.0193611,-117.0130278,US,2193,-7,A
45.6185556,-121.1673333,US,247,-8,A
39.1006,-77.09576,US,0,-5,A
39.109961,-84.537074,US,497,-5,A
33.12777215,68.8369847,AF,7400,4.5,N
33.1277215,68.8369847,AF,7400,4.5,N
45.864399,-77.251701,CA,529,-5,A
-19.1542,17.4357,NA,4353,1,U
50.2666701,-111.182999,CA,2525,-7,A
52.830601,-111.100998,CA,2260,-7,A
52.830601,-111.100998,CA,2260,-7,A
-26.834239,-49.091696,BR,70,-3,S
46.3201,24.3157,RO,1000,2,E
45.4649,24.053,RO,1451,2,E
45.4649,24.053,RO,1451,2,E
54.786667,37.649167,RU,797,4,N
46.436,24.4445,RO,280,2,E
45.471009,21.111967,RO,280,2,E
-3.0764,39.2428,KE,0,3,U
-3.0764,39.2428,KE,0,3,U
41.50225,-81.62233,US,0,-5,A
45.3047778,-85.2753333,US,669,-5,A
30.5978708,-84.557425,US,225,-5,A
49.857778,7.604167,DE,492,1,E
62.1021,-7.6459,UKN,112,0,E
-33.901161,18.425896,ZA,0,2,N
-34.070582,18.424067,ZA,50,2,N
-34.070582,18.424067,ZA,50,2,N
48.608056,-123.159722,UKN,0,-8,A
48.56025,-122.80243,US,0,-8,A
48.645556,-122.868056,US,0,-8,A
48.617778,-122.952778,US,0,-8,A
48.537222,-123.009722,UKN,0,-8,A
50.4,-125.133333,CA,0,-8,A
36.273,-116.515,US,0,-8,A
45.092778,-74.567778,CA,175,-5,A
51.3317,4.339,BE,30,1,E
46.497442,7.412572,CH,3304,1,E
-21.5130558014,-43.1730575562,BR,1348,-3,S
45.4153,25.3137,RO,1743,2,E
29.2821,-81.1212,US,33,-5,A
45.5153,22.5813,RO,615,2,U
46.4643,23.4258,RO,1019,2,U
-66,90,UKN,8000,12,U
-66,90,UKN,8000,12,N
44.535,-72.614,US,732,-5,A
32.680833,-96.868333,US,201,-6,A
45.4853,9.0411,IT,663,1,E
45.283855,9.111979,IT,350,1,E
45.721111,-85.520278,US,664,-5,A
45.6183,63.2144,KZ,328,6,U
55.7557,37.6176,RU,0,4,N
41.349722,-71.803333,US,81,-5,A
41.168056,-71.577778,US,108,-5,A
60.866667,-162.273056,US,18,-9,A
60.866667,-162.273056,US,18,-9,A
60.866667,-162.273056,US,18,-9,A
60.471111,-164.700833,US,4,-9,A
60.541389,-165.087222,US,59,-9,A
60.575556,-165.271667,US,14,-9,A
59.1175,-161.5775,US,15,-9,A
60.939167,-164.641111,US,25,-9,U
9.2,-77.98,UKN,0,-5,U
9.52,-79.03,UKN,0,-5,U
8.06,-78.36,PA,0,-5,U
8.95,-77.75,UKN,0,-5,U
70.485278,-21.966667,GL,238,-1,U
49.2433,28.6063,UA,900,2,E
51.0352,3.7097,BE,130,1,E
51.1972,3.2172,BE,120,1,E
51.1972,3.2172,BE,130,1,E
35.5075,139.6175,JP,50,9,N
47.464714,-0.556405,FR,300,1,E
30.9715981,-84.6369278,US,141,-5,A
50.257222,-60.669167,CA,90,-4,A
50.195833,-61.265833,CA,32,-4,A
53.47,-55.7875,CA,57,-4,A
39.4030278,-119.2511944,US,4269,-8,A
34.2593253,-118.4134331,US,1003,-8,A
36.9886111,-120.1124444,US,255,-8,A
43.1316111,-115.7305671,US,3167,-7,A
49.055556,-117.609167,CA,1427,-8,A
48.65,-123.45,CA,0,-8,A
73.006389,-85.047222,CA,72,-6,A
68.163889,-106.614444,CA,125,-7,A
17.269444,-88.776111,BZ,50,-6,U
4.283333,-54.381111,GF,186,-3,S
3.6575,-54.037222,GF,377,-3,S
5.483056,-54.034444,GF,17,-3,S
3.898611,-55.577778,SR,50,-3,S
4.3754,-55.4075,SR,50,-3,S
48.221111,86.998056,CN,3900,8,U
8.616667,-77.333333,CO,100,-5,S
26.341189,31.742983,EG,859,2,E
-30.974444,-55.476111,UY,712,-3,S
-18.672778,-46.491111,BR,851,-3,S
-22.157778,-49.068333,BR,594,-3,S
-6.763056,-51.05,BR,229,-4,S
-8.033333,-49.98,BR,669,-4,S
-6.641389,-51.952222,BR,656,-4,S
-21.247222,-56.4525,BR,1180,-4,S
-11.6325,-50.689444,BR,650,-4,S
-26.788333,-50.939722,BR,3376,-3,S
-4.871389,-66.8975,BR,354,-4,S
-4.884167,-65.355556,BR,210,-4,S
-6.639444,-69.879722,BR,412,-4,S
-27.180556,-52.052778,BR,2461,-3,S
-26.059167,-53.063333,BR,2100,-3,S
-10.633611,-51.567222,BR,250,-4,S
34.1758638,-83.5615972,US,951,-5,U
29.7276066,-85.0274416,US,20,-5,A
-23.798611,-53.313611,BR,1558,-3,S
-18.231944,-43.650278,BR,4446,-3,S
-2.5325,-66.083333,BR,207,-4,S
-3.465556,-68.918889,BR,335,-4,S
-7.532222,-63.072222,BR,230,-4,S
-0.416944,-65.033889,BR,223,-4,S
-1.714167,-55.836111,BR,262,-4,S
-15.355278,-38.998889,BR,20,-3,S
36.128889,-5.441111,ES,98,1,E
36.128889,-5.441111,ES,98,1,E
22.3177,114.202,UKN,30,8,U
22.3177,114.202,UKN,30,8,U
-21.713057,122.21222,AU,970,8,N
36.2993,32.3014,TR,92,2,E
33.921369,69.07813,AF,6614,4.5,N
29.95925,-81.3397222,US,10,-5,A
-24.8333,31.5,ZA,3510,2,N
-24.84,31.41,ZA,3500,2,N
-24.84,31.41,ZA,3500,2,N
-24.815,31.42,ZA,1200,2,N
31.4767385,-82.8605664,US,257,-5,A
27.497472,-80.372638,US,23,-5,A
38.806346,-77.0621,US,1,-5,A
41.8744017,-71.0166453,US,43,-5,A
41.9090278,-70.7287778,US,148,-5,A
41.5971389,-71.4121389,US,18,-5,A
42.0001331,-71.1967714,US,122,-5,A
42.1905278,-71.1729444,US,49,-5,A
42.1579472,-72.715875,US,270,-5,A
41.7440278,-72.1802222,US,246,-5,A
41.5099884,-74.2646444,US,364,-5,A
40.2171389,-76.8513611,US,347,-5,A
42.09825,-70.6721389,US,9,-5,A
41.3715353,-73.4821906,US,458,-5,A
42.78175,-71.5147778,US,199,-5,A
42.7171944,-71.1234167,US,148,-5,A
41.4785556,-73.13525,US,726,-5,A
42.5541111,-71.7589722,US,348,-5,A
33.7565556,-84.8850625,US,1110,-5,A
34.1231475,-84.8487067,US,759,-5,A
34.0899167,-85.6100833,US,595,-6,A
34.3507778,-85.1586667,US,664,-5,A
33.9726489,-86.0890834,US,569,-6,A
35.9638333,-83.8736667,US,833,-5,A
33.9828611,-83.6674167,US,943,-5,A
32.6452778,-81.5971111,US,188,-5,A
34.7229444,-84.87025,US,709,-5,A
33.6316964,-85.1522641,US,1165,-5,A
34.4736944,-85.7213889,US,877,-6,A
33.0088611,-85.0726111,US,694,-5,A
33.154225,-83.2414139,US,385,-5,A
34.0186944,-85.1464722,US,974,-5,A
32.8406944,-84.8824444,US,902,-5,A
33.35725,-84.5718333,US,808,-5,A
33.6323083,-83.8474472,US,809,-5,A
34.272627,-83.8302233,US,1276,-5,A
34.3122175,-84.4221556,US,1219,-5,A
30.7311111,-86.1537778,US,289,-6,A
34.6884792,-85.2903319,US,777,-5,A
40.4701667,-81.4199444,US,894,-5,A
34.4493845,-79.8900608,US,192,-5,A
32.2243611,-80.6974722,US,19,-5,A
34.6282222,-84.5265833,US,1486,-5,A
36.3712222,-82.1734167,US,1593,-5,A
32.4605722,-85.6800278,US,264,-6,A
33.4665028,-82.0393808,US,423,-5,A
35.8202336,-81.6115119,US,1270,-5,A
37.5617639,-82.5663889,US,1473,-5,A
33.3656703,-84.1651964,US,837,-5,A
34.5928117,-83.2963717,US,996,-5,A
50.9672,-2.1536,GB,811,0,U
30.524819,34.584025,IL,2037,2,U
30.524819,34.584025,IL,2037,2,E
30.524819,34.584025,IL,2037,2,E
30.524819,34.584025,IL,2037,2,E
49.34261,34.23551,UA,333,2,U
50.967536,1.849308,FR,6,1,E
51.126876,1.339747,UKN,6,0,E
8.77,27.3975,SS,1394,3,U
7.725,27.98,SS,1420,3,U
14.3,36.616667,ER,1500,3,U
3.465,39.105,KE,2790,3,U
30.330556,-5.838056,MA,1500,0,U
8.615308,-11.047192,SL,1300,0,U
7.767,-12.383,SL,500,0,U
22.299204,114.166164,HK,0,8,N
28.0139772,-82.3452778,US,22,-5,A
65.46,87.53,RU,125,8,N
61.34,89.56,RU,213,8,N
32.987778,-97.318889,US,722,-6,A
42.7971667,-88.3726111,US,860,-6,A
58.3333,82.9333,RU,243,7,N
32.4759,117.759,CN,17,8,A
37.558311,126.790586,KR,58,9,N
29.346742,47.520753,KW,472,3,A
-34.118,140.404,AU,115,9.5,O
-30.598333,138.425833,AU,856,9.5,O
-26.128333,126.583333,AU,1500,8,O
-31.622223,117.216667,AU,705,8,O
-32.006667,115.539722,AU,12,8,O
-30.838056,128.115,AU,511,8,O
-37.511667,143.791111,AU,1433,10,O
52.991111,-92.836389,CA,988,-6,A
48.755278,-86.344444,CA,1035,-5,A
49.713889,-83.686944,CA,826,-5,A
49.193056,-84.758889,CA,1099,-5,A
48.210278,-79.981389,CA,1157,-5,A
49.083889,-85.860556,CA,1198,-5,A
47.966944,-84.786389,CA,944,-5,A
45.8425,-81.8575,CA,869,-5,A
51.13,-91.665556,CA,1355,-6,A
44.449167,-80.158333,CA,730,-5,A
43.131389,-80.3425,CA,815,-5,A
39.009167,-95.2175,US,833,-6,A
37.39411,-97.423225,US,1277,-6,A
8.252,-79.0668,UKN,150,-5,N
33.2269722,-84.2749444,US,958,-5,A
4.7828,-53.2611,GF,253,-3,N
4.8708,52.2783,UKN,33,-3,N
49.1606,6.8649,FR,840,1,E
4.8708,-52.2783,GF,33,-3,N
4.75,-54.05,GF,100,-3,N
4.7301,-53.9516,GF,100,-3,N
3.7243,-53.9747,GF,300,-3,N
4.8936,-52.2922,GF,39,-3,N
35.15111,33.27222,CY,0,2,E
26.2471389,-80.1110556,US,19,-5,A
-37.598301,149.720001,AU,31,10,U
26.636718,37.908018,SA,2047,3,N
-3.7518,136.842481,ID,6060,9,N
-3.7518,136.842481,ID,6060,9,N
38.90339,-77.00583,US,0,-5,A
-27.4666667,-153.0166667,UKN,100,10,N
-27.4666667,153.0166667,AU,100,10,N
-23.378941,150.512323,AU,100,10,N
-33.88373,151.20592,AU,100,10,O
-37.8181602,144.9533883,AU,111,10,O
-26.617353,152.973785,AU,400,10,N
-24.867837,152.349416,AU,100,10,U
22.308813,114.169624,HK,100,8,N
22.2846291082599,114.158227443695,UKN,100,8,N
33.1777778,-86.7832222,US,586,-6,A
-22.254167,131.781944,AU,2205,9.5,O
48.585068,7.734547,FR,475,1,E
33.8180947,-111.8979242,US,2568,-7,N
59.951443,30.313831,RU,30,4,N
22.990081,113.270631,CN,1,8,U
-19.531281,23.091847,BW,3133,2,N
-8.7573222,116.276675,ID,52,8,N
18.133333,55.266666,OM,900,4,N
51.3833,-121.1825,CA,3055,-8,A
51.4412,-121.1958,CA,3129,-8,A
55.5141,-4.1749,GB,10,0,E
-38.56,146.75,AU,200,10,O
36.524,114.43,CN,0,8,N
13.868921,-61.073596,LC,341,-4,N
39.935278,-86.045,US,811,-5,A
37.0868889,-84.0773889,US,1212,-5,A
39.2837181,-76.621634,US,49,-5,A
38.298416,-77.456875,US,130,-5,A
11.354499,120.730991,PH,0,8,N
52.451111,20.651667,PL,341,1,E
42.883512,-78.87205,US,0,-5,A
-38.665833,143.104444,AU,165,10,U
45.30611,130.99667,CN,0,8,N
47.5985,-122.3299,US,7,-8,A
29.649178,-81.640456,US,16,-5,A
50.628056,-97.043333,CA,753,-6,A
51.732222,-96.934444,CA,725,-6,A
51.732222,-96.934444,CA,725,-6,A
51.732222,-96.934444,CA,725,-6,A
64.33,100.43,RU,400,8,N
63.683056,66.683056,RU,25,6,E
52.040376,4.365771,NL,0,1,E
42.7605,-87.8152,US,674,-6,A
11.05167,119.5183,PH,75,8,U
50.8814,12.1322,DE,100,1,E
50.880023,12.132411,DE,100,1,E
1.444549,-71.949921,CO,300,-5,S
60.200059,30.334926,RU,230,4,N
43.1894444,141.0022222,JP,0,9,N
42.46867,141.03833,JP,361,9,N
52.057222,5.924444,NL,276,1,E
51.002846,5.060649,BE,100,1,E
51.930401,9.094285,DE,200,1,E
52.279764,9.079843,DE,200,1,E
29.351667,89.306944,CN,12408,8,N
34.08525,-117.146388,US,1574,-8,A
34.528889,-114.431971,US,638,-8,A
33.988778,-117.409971,US,764,-8,A
47.267944,-122.57811,US,294,-8,A
28.221278,-82.374555,US,68,-5,A
3,72,UKN,0,5,N
3,72,UKN,0,5,U
3,72,UKN,0,5,U
52.198138,5.705802,NL,10,1,E
52.406503,5.898492,NL,10,1,E
51.566907,7.915326,DE,100,1,E
46.252761,20.096519,HU,100,1,E
52.437517,13.175561,DE,0,1,E
35.705541,-94.933605,US,150,-6,U
51.304111,4.388766,BE,50,1,E
51.981127,6.516252,NL,50,1,E
51.944556,7.773292,DE,100,1,E
30.2896389,-87.6717778,US,17,-6,A
-0.942499999,-90.95305555,EC,35,-6,N
47.076667,9.5,LI,1585,1,E
41.885277,16.176945,IT,46,1,E
51.400377,-7.901464,UKN,100,0,U
60.011662,27.008236,UKN,10,3,U
19.398611,-92.016111,UKN,100,-6,U
47.14833,16.31833,AT,950,1,E
49.366,26.933,UA,351,2,E
34.367,132.408,UKN,9,9,N
38.972944,-76.501158,US,0,-5,A
50.3333,-113.833,CA,3431,-7,A
-31.29,131.51,AU,100,9.5,O
40.989167,-76.0025,US,1603,-5,A
39.615278,-78.760556,US,775,-5,A
24.6487544,-81.5798083,UKN,4,-5,A
-15.2857,128.0722,AU,100,8,U
56.58,-130.5,CA,50,-8,U
-8.528056,39.506944,TZ,1,3,U
-7.895,34.580853,TZ,0,3,U
-7.686111,35.926944,TZ,0,3,U
-43.4,170.033,NZ,475,12,Z
54.55,36.367,RU,600,4,E
65.6,-17,IS,100,0,U
59.33,18.058056,SE,10,1,E
59.858333,17.646111,SE,23,1,E
51.924444,4.469444,NL,7,1,E
50.11,14.439444,CZ,616,1,E
50.731944,7.096944,DE,204,1,E
55.672778,12.564444,DK,16,1,E
47.813056,13.046667,AT,1391,1,E
51.217222,4.421111,BE,51,1,E
-23.666667,27.75,ZA,2700,2,U
43.211667,-90.181667,US,718,-6,A
45.705,-90.403056,US,1466,-6,A
42.616389,-89.591944,US,1079,-6,A
41.517778,-88.175556,US,582,-6,A
41.351944,-89.153056,US,654,-6,A
-26.00937,113.160008,AU,15,8,O
42.260556,-84.460556,US,1001,-5,A
52.393889,14.099722,DE,141,1,E
52.827222,13.693611,DE,121,1,E
39.959167,-79.657222,US,1267,-5,A
40.086111,-78.513333,US,1162,-5,A
40.1375,-75.265,US,302,-5,A
27.265833,-80.851111,US,34,-5,A
27.456389,-81.342222,US,63,-5,A
27.591389,-81.528889,US,160,-5,A
28.062778,-81.753333,US,145,-5,A
28.228056,-82.155833,US,90,-5,A
29.1725,-82.224167,US,89,-5,A
31.553889,-81.8825,US,107,-5,A
33.612125,-83.4604444,US,694,-5,A
33.3115656,-84.7697554,US,970,-5,A
33.5297315,-82.5169509,US,501,-5,A
33.6493889,-81.6850278,US,529,-5,A
34.2835833,-80.5648611,US,302,-5,A
34.6098056,-79.0595556,US,125,-5,A
32.4934167,-80.99175,US,79,-5,A
35.2376111,-79.3887958,US,455,-5,A
34.8913056,-79.7596111,US,358,-5,A
33.3045278,-81.1084167,US,231,-5,A
43.2833575,-90.2982819,US,742,-6,A
43.5793603,-90.8964742,US,1292,-6,A
43.5217843,-89.7709266,US,979,-6,A
42.4664444,-90.1693889,US,990,-6,A
35.7649958,-80.9538958,US,968,-5,A
42.70325,-87.9589722,US,785,-6,A
42.6907171,-88.3046825,US,780,-6,A
41.0358717,-75.1606789,US,480,-5,A
41.3473569,-75.4158972,US,1729,-5,A
41.431912,-74.3915611,US,523,-5,A
41.1357778,-77.4223056,US,556,-5,A
41.1460278,-80.16775,US,1371,-5,A
41.1304722,-80.6195833,US,1044,-5,A
41.0031572,-81.7564401,US,974,-5,A
40.9029722,-82.2556389,US,1206,-5,A
40.4526389,-79.7749167,US,1187,-5,A
40.8019722,-80.1608611,US,898,-5,A
40.0388708,-79.0149951,US,2275,-5,A
40.9617953,-80.6773264,US,1070,-5,A
41.2111675,-80.9692572,US,900,-5,A
41.3442778,-82.1776389,US,793,-5,A
41.7778322,-80.9039797,US,820,-5,A
41.5175,-81.683333,US,583,-5,A
42.4933353,-79.2720417,US,693,-5,A
42.7008925,-78.9147569,US,751,-5,A
40.2139444,-74.6017778,US,118,-5,A
39.9428889,-74.84575,US,53,-5,A
39.7355633,-75.3977211,US,40,-5,A
40.6174472,-74.2445942,US,23,-5,A
40.1570414,-75.8704892,US,600,-5,A
39.5668378,-76.2024028,US,409,-5,A
41.6396983,-85.0834933,US,995,-5,A
41.3651307,-86.3002574,US,800,-5,A
41.2746944,-85.8400556,US,850,-5,A
40.8638295,-84.606358,US,787,-5,A
40.7815556,-82.9748056,US,1003,-5,A
27.8938056,-81.6203889,US,127,-5,A
42.2511932,-84.9554443,US,941,-5,A
43.03175,-78.1696667,US,914,-5,A
42.8835647,-76.7812318,US,492,-5,A
41.5769708,-73.7323514,US,358,-5,A
41.6893333,-72.8646944,US,202,-5,A
41.4673056,-84.5067778,US,730,-5,A
27.9764722,-82.7586667,US,70,-5,A
27.9333581,-82.0439739,US,110,-5,A
60.433,-1.3,GB,0,0,U
57.9039,0.0319,UKN,0,0,U
57.9039,0.0319,UKN,0,0,U
58.4494,-0.2536,UKN,0,0,U
57.1524,0.0483,UKN,0,0,U
58.44,2.33,UKN,0,0,U
57.9039,0.0319,UKN,0,0,U
56.8,0.766,UKN,0,0,U
56.45,2.2833,UKN,0,0,U
61.2333,-1.15,UKN,0,0,U
57.7167,-1.0167,UKN,0,0,U
57.7167,-1.0167,UKN,0,0,U
56.48,2.13,UKN,0,0,U
57.3,1.2,UKN,0,0,U
57.4506,1.3883,UKN,0,0,U
61.3333,0.8333,UKN,0,0,U
-6.0333,11.0166,UKN,0,0,U
52.507222,13.3325,DE,120,1,E
52.336944,14.547222,DE,177,1,E
48.844722,2.373611,FR,129,1,E
48.876944,2.359167,FR,149,1,E
48.856389,2.352222,FR,107,1,E
52.51,13.434722,DE,135,1,E
51.508056,-0.127778,GB,66,0,E
40.714167,-74.005833,US,31,-5,A
41.883611,-87.631667,US,596,-6,A
41.860278,-87.609722,US,585,-6,A
35.689444,139.691667,JP,123,9,U
39.904167,116.407222,CN,171,8,U
45.463611,9.188056,IT,402,1,E
38.889444,-77.035278,US,25,-5,A
45.508611,-73.553889,CA,53,-5,A
43.653056,-79.383056,CA,302,-5,A
31.166944,121.453611,CN,14,8,U
34.4534722,-84.4572222,US,1535,-5,A
52.548611,13.389444,DE,150,1,E
52.3089943,13.1006727,DE,160,1,E
33.81175,-78.7239444,US,31,-5,A
23.8833,120.933,TW,2405,8,U
41.5349167,-87.5295278,US,620,-6,A
43.9762222,-90.4806111,US,966,-6,A
33.0391667,-116.91525,US,1395,-8,A
48.288333,3.246389,FR,223,1,E
47.981389,3.776389,FR,345,1,E
47.238611,4.263056,FR,1699,1,E
47.343611,7.8875,CH,1370,1,E
46.9725,8.398611,CH,1464,1,E
46.513056,8.689444,CH,3214,1,E
46.29499,8.9916,CH,850,1,E
50.407222,14.232778,CZ,719,1,E
50.698889,13.970833,CZ,765,1,E
47.131667,13.695278,AT,3629,1,E
46.580833,13.629167,AT,1810,1,E
49.097778,8.453056,DE,400,1,E
49.567222,8.611389,DE,319,1,E
48.928611,2.833056,FR,210,1,E
49.066944,3.356111,FR,719,1,E
41.9335691,-85.0522935,US,959,-5,A
41.2973074,-75.8522405,US,543,-5,A
41.6840278,-81.38975,US,626,-5,A
25.05660057,121.2442627,TW,143,8,U
70.4047,52.0702,UKN,5,-4,E
42.6,11.48,IT,0,1,E
40.926389,107.738889,CN,3389,8,U
38.1819722,-84.9061389,US,812,-5,A
44.0484728,-70.2835075,US,288,-5,A
52.829444,18.330556,PL,259,1,E
54.248056,18.671667,PL,21,1,E
43.9828168,-124.1113687,US,51,-8,A
35.0158056,-84.3468333,US,1789,-5,A
52.475556,13.364444,DE,136,1,E
42.090556,-87.8225,US,653,-6,A
43.975278,-90.483333,US,965,-6,A
40.50310135,116.1080017,CN,1677,8,U
25.9950278,-81.6725278,US,5,-5,A
-13.565589,-38.939241,BR,5,-3,S
-13.565589,-38.939241,BR,5,-3,S
46.0093114,-83.7439342,US,668,-5,A
44.8065278,-84.2761944,US,1218,-5,A
43.9705893,-84.47502,US,774,-5,A
42.95392,-85.3439058,US,681,-5,A
42.3511944,-86.2556389,US,666,-5,A
41.9893408,-88.1012428,US,801,-6,A
22.464897,89.351261,BD,0,6,N
22.464897,89.351261,BD,0,6,N
22.464897,89.351261,BD,0,6,N
44.6368797,-90.1893267,US,1278,-6,A
44.3606456,-89.8381412,US,1021,-6,A
41.83075,-90.3289722,US,708,-6,A
51.141663,6.987305,DE,1000,1,E
29.682087,35.470734,JO,1000,2,U
42.584141,-70.9161444,US,107,-5,A
62.5461,65.6261,RU,200,6,N
27.20829964,73.71140289,IN,3853,5.5,U
55.511667,37.507222,RU,568,4,N
37.7563333,-120.8001944,US,237,-8,A
46.351667,-72.680556,CA,199,-5,A
36.77394444,-90.3248611,US,331,-6,A
40.6259908,-74.6702433,US,105,-5,A
44.9101111,-67.0126944,US,45,-5,A
40.4599078,-91.4285011,US,671,-6,A
44.1653889,-68.4281667,US,100,-5,A
56.439722,-3.371389,GB,392,0,E
53.104167,-4.340278,GB,14,0,E
51.333889,6.359444,DE,105,1,E
48.4711,7.9411,DE,535,1,E
48.3167,8.2167,DE,1060,1,E
49.0135,8.4044,DE,377,1,E
50.8833,13.0167,DE,984,1,E
49.0135,8.4044,DE,377,1,E
50.7333334,13.6,DE,1969,1,E
41.1667,8.5833,UKN,341,1,E
38.424972,9.82179,UKN,7,0,E
48.7976817,8.4361503,DE,1198,1,E
44.9346225,-93.0603424,US,705,-6,A
61.261667,17.098056,SE,94,1,E
53.073056,-6.039722,IE,14,0,E
15.709444,106.411667,LA,612,7,U
38.7,9.1833,UKN,6,0,E
38.7,-9.1833,PT,6,0,E
47.369,8.538,CH,1339,1,E
34.5958528,-113.170195,US,4183,-7,A
52.826667,12.541944,DE,141,1,E
40.889233,-4.239478,ES,3284,1,E
34.533333,136.672222,JP,12,9,U
56.238556,162.688851,RU,200,12,N
43.1388947,-88.4723206,US,885,-6,A
56.09,159.876663,RU,331,12,N
